date,product_id,product_name,brand,storage_variant,category,price,units_sold,revenue,stock,discount
2024-10-05,M106,Z7 5G,iQOO,128GB,Mobile,17803,32,569696,45,5
2024-10-05,M107,Neo 7 Pro,iQOO,256GB,Mobile,22654,32,724928,125,10
2024-10-05,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,17171,26,446446,133,0
2024-10-05,M109,Nord 3 5G,OnePlus,256GB,Mobile,19497,2,38994,150,0
2024-10-05,M110,G73 5G,Motorola,128GB,Mobile,27275,17,463675,63,5
2024-10-05,M111,Edge 40 Neo,Motorola,128GB,Mobile,27480,8,219840,108,5
2024-10-05,M112,T2 5G,Vivo,128GB,Mobile,15117,38,574446,107,5
2024-10-05,M113,Y27,Vivo,64GB,Mobile,24378,37,901986,53,0
2024-10-05,M114,A78,Oppo,128GB,Mobile,14926,11,164186,38,5
2024-10-05,M115,Reno8 T,Oppo,128GB,Mobile,11225,39,437775,61,5
2024-10-05,M116,X5 Pro,Poco,256GB,Mobile,22816,32,730112,146,10
2024-10-05,M117,M6 Pro,Poco,128GB,Mobile,13686,21,287406,92,0
2024-10-05,M118,Zero 5G 2023,Infinix,128GB,Mobile,13077,34,444618,101,10
2024-10-05,M119,Spark 10,Tecno,64GB,Mobile,17963,2,35926,49,0
2024-10-06,M100,Galaxy M14,Samsung,64GB,Mobile,13229,24,317496,131,0
2024-10-06,M101,Galaxy A15,Samsung,128GB,Mobile,20711,4,82844,131,10
2024-10-06,M102,Note 12,Redmi,128GB,Mobile,27956,3,83868,52,0
2024-10-06,M103,12C,Redmi,64GB,Mobile,10884,36,391824,127,5
2024-10-06,M104,Narzo 60,Realme,128GB,Mobile,23418,30,702540,133,10
2024-10-06,M105,C55,Realme,64GB,Mobile,24294,37,898878,94,10
2024-10-06,M106,Z7 5G,iQOO,128GB,Mobile,23145,14,324030,117,5
2024-10-06,M107,Neo 7 Pro,iQOO,256GB,Mobile,19976,23,459448,95,10
2024-10-06,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,16050,35,561750,111,0
2024-10-06,M109,Nord 3 5G,OnePlus,256GB,Mobile,22921,3,68763,132,0
2024-10-06,M110,G73 5G,Motorola,128GB,Mobile,16618,20,332360,65,0
2024-10-06,M111,Edge 40 Neo,Motorola,128GB,Mobile,16854,6,101124,112,5
2024-10-06,M112,T2 5G,Vivo,128GB,Mobile,25888,8,207104,71,10
2024-10-06,M113,Y27,Vivo,64GB,Mobile,25080,11,275880,74,0
2024-10-06,M114,A78,Oppo,128GB,Mobile,15193,6,91158,103,10
2024-10-06,M115,Reno8 T,Oppo,128GB,Mobile,10748,37,397676,112,0
2024-10-06,M116,X5 Pro,Poco,256GB,Mobile,13938,38,529644,150,10
2024-10-06,M117,M6 Pro,Poco,128GB,Mobile,19269,6,115614,33,10
2024-10-06,M118,Zero 5G 2023,Infinix,128GB,Mobile,19921,18,358578,91,0
2024-10-06,M119,Spark 10,Tecno,64GB,Mobile,26756,13,347828,37,0
2024-10-07,M100,Galaxy M14,Samsung,64GB,Mobile,9144,31,283464,83,10
2024-10-07,M101,Galaxy A15,Samsung,128GB,Mobile,12708,38,482904,117,0
2024-10-07,M102,Note 12,Redmi,128GB,Mobile,26379,8,211032,107,0
2024-10-07,M103,12C,Redmi,64GB,Mobile,14019,10,140190,36,5
2024-10-07,M104,Narzo 60,Realme,128GB,Mobile,14973,11,164703,56,0
2024-10-07,M105,C55,Realme,64GB,Mobile,12482,30,374460,148,10
2024-10-07,M106,Z7 5G,iQOO,128GB,Mobile,22266,9,200394,126,5
2024-10-07,M107,Neo 7 Pro,iQOO,256GB,Mobile,11753,6,70518,107,0
2024-10-07,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,13798,26,358748,78,0
2024-10-07,M109,Nord 3 5G,OnePlus,256GB,Mobile,13424,12,161088,146,0
2024-10-07,M110,G73 5G,Motorola,128GB,Mobile,11371,3,34113,109,0
2024-10-07,M111,Edge 40 Neo,Motorola,128GB,Mobile,24630,22,541860,122,0
2024-10-07,M112,T2 5G,Vivo,128GB,Mobile,25972,16,415552,149,5
2024-10-07,M113,Y27,Vivo,64GB,Mobile,14837,14,207718,125,10
2024-10-07,M114,A78,Oppo,128GB,Mobile,10652,13,138476,103,5
2024-10-07,M115,Reno8 T,Oppo,128GB,Mobile,22930,14,321020,73,5
2024-10-07,M116,X5 Pro,Poco,256GB,Mobile,27568,12,330816,114,0
2024-10-07,M117,M6 Pro,Poco,128GB,Mobile,22428,20,448560,142,10
2024-10-07,M118,Zero 5G 2023,Infinix,128GB,Mobile,27071,19,514349,49,0
2024-10-07,M119,Spark 10,Tecno,64GB,Mobile,15771,19,299649,41,0
2024-10-08,M100,Galaxy M14,Samsung,64GB,Mobile,9669,26,251394,117,10
2024-10-08,M101,Galaxy A15,Samsung,128GB,Mobile,27197,22,598334,148,0
2024-10-08,M102,Note 12,Redmi,128GB,Mobile,9257,21,194397,115,10
2024-10-08,M103,12C,Redmi,64GB,Mobile,14411,19,273809,106,0
2024-10-08,M104,Narzo 60,Realme,128GB,Mobile,22306,13,289978,32,0
2024-10-08,M105,C55,Realme,64GB,Mobile,20915,25,522875,122,5
2024-10-08,M106,Z7 5G,iQOO,128GB,Mobile,10946,1,10946,124,10
2024-10-08,M107,Neo 7 Pro,iQOO,256GB,Mobile,15328,37,567136,115,10
2024-10-08,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,28059,38,1066242,46,5
2024-10-08,M109,Nord 3 5G,OnePlus,256GB,Mobile,26271,7,183897,129,0
2024-10-08,M110,G73 5G,Motorola,128GB,Mobile,16624,10,166240,45,5
2024-10-08,M111,Edge 40 Neo,Motorola,128GB,Mobile,19026,23,437598,84,0
2024-10-08,M112,T2 5G,Vivo,128GB,Mobile,26611,24,638664,99,5
2024-10-08,M113,Y27,Vivo,64GB,Mobile,21558,9,194022,127,5
2024-10-08,M114,A78,Oppo,128GB,Mobile,16947,5,84735,63,0
2024-10-08,M115,Reno8 T,Oppo,128GB,Mobile,15117,31,468627,48,0
2024-10-08,M116,X5 Pro,Poco,256GB,Mobile,11174,24,268176,45,5
2024-10-08,M117,M6 Pro,Poco,128GB,Mobile,14540,36,523440,59,5
2024-10-08,M118,Zero 5G 2023,Infinix,128GB,Mobile,24904,11,273944,37,5
2024-10-08,M119,Spark 10,Tecno,64GB,Mobile,26667,29,773343,37,10
2024-10-09,M100,Galaxy M14,Samsung,64GB,Mobile,12157,38,461966,84,5
2024-10-09,M101,Galaxy A15,Samsung,128GB,Mobile,10196,9,91764,59,5
2024-10-09,M102,Note 12,Redmi,128GB,Mobile,13436,7,94052,97,5
2024-10-09,M103,12C,Redmi,64GB,Mobile,20158,11,221738,63,5
2024-10-09,M104,Narzo 60,Realme,128GB,Mobile,10248,19,194712,119,0
2024-10-09,M105,C55,Realme,64GB,Mobile,11061,8,88488,37,0
2024-10-09,M106,Z7 5G,iQOO,128GB,Mobile,9496,26,246896,76,10
2024-10-09,M107,Neo 7 Pro,iQOO,256GB,Mobile,23638,29,685502,147,10
2024-10-09,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,20973,20,419460,144,5
2024-10-09,M109,Nord 3 5G,OnePlus,256GB,Mobile,11519,38,437722,86,5
2024-10-09,M110,G73 5G,Motorola,128GB,Mobile,20333,28,569324,66,5
2024-10-09,M111,Edge 40 Neo,Motorola,128GB,Mobile,15651,31,485181,62,0
2024-10-09,M112,T2 5G,Vivo,128GB,Mobile,13487,17,229279,137,0
2024-10-09,M113,Y27,Vivo,64GB,Mobile,23873,4,95492,30,5
2024-10-09,M114,A78,Oppo,128GB,Mobile,10300,8,82400,37,10
2024-10-09,M115,Reno8 T,Oppo,128GB,Mobile,26848,14,375872,34,0
2024-10-09,M116,X5 Pro,Poco,256GB,Mobile,9785,27,264195,131,10
2024-10-09,M117,M6 Pro,Poco,128GB,Mobile,28148,29,816292,42,0
2024-10-09,M118,Zero 5G 2023,Infinix,128GB,Mobile,21908,6,131448,127,5
2024-10-09,M119,Spark 10,Tecno,64GB,Mobile,26023,34,884782,84,0
2024-10-10,M100,Galaxy M14,Samsung,64GB,Mobile,10256,17,174352,31,10
2024-10-10,M101,Galaxy A15,Samsung,128GB,Mobile,11872,24,284928,115,10
2024-10-10,M102,Note 12,Redmi,128GB,Mobile,24672,38,937536,48,0
2024-10-10,M103,12C,Redmi,64GB,Mobile,9898,22,217756,43,10
2024-10-10,M104,Narzo 60,Realme,128GB,Mobile,11392,13,148096,40,5
2024-10-10,M105,C55,Realme,64GB,Mobile,26658,29,773082,82,0
2024-10-10,M106,Z7 5G,iQOO,128GB,Mobile,13331,30,399930,36,0
2024-10-10,M107,Neo 7 Pro,iQOO,256GB,Mobile,16634,4,66536,40,5
2024-10-10,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,18456,18,332208,97,5
2024-10-10,M109,Nord 3 5G,OnePlus,256GB,Mobile,24815,26,645190,55,5
2024-10-10,M110,G73 5G,Motorola,128GB,Mobile,15733,13,204529,120,0
2024-10-10,M111,Edge 40 Neo,Motorola,128GB,Mobile,10812,28,302736,102,0
2024-10-10,M112,T2 5G,Vivo,128GB,Mobile,15156,34,515304,98,5
2024-10-10,M113,Y27,Vivo,64GB,Mobile,20560,28,575680,84,5
2024-10-10,M114,A78,Oppo,128GB,Mobile,28057,2,56114,93,5
2024-10-10,M115,Reno8 T,Oppo,128GB,Mobile,16703,1,16703,101,0
2024-10-10,M116,X5 Pro,Poco,256GB,Mobile,20936,13,272168,115,0
2024-10-10,M117,M6 Pro,Poco,128GB,Mobile,28393,29,823397,50,5
2024-10-10,M118,Zero 5G 2023,Infinix,128GB,Mobile,17413,26,452738,143,5
2024-10-10,M119,Spark 10,Tecno,64GB,Mobile,24313,23,559199,40,0
2024-10-11,M100,Galaxy M14,Samsung,64GB,Mobile,29174,16,466784,97,0
2024-10-11,M101,Galaxy A15,Samsung,128GB,Mobile,13076,31,405356,139,10
2024-10-11,M102,Note 12,Redmi,128GB,Mobile,10621,18,191178,37,0
2024-10-11,M103,12C,Redmi,64GB,Mobile,22043,7,154301,84,5
2024-10-11,M104,Narzo 60,Realme,128GB,Mobile,19168,38,728384,110,5
2024-10-11,M105,C55,Realme,64GB,Mobile,10817,8,86536,131,0
2024-10-11,M106,Z7 5G,iQOO,128GB,Mobile,11074,32,354368,105,5
2024-10-11,M107,Neo 7 Pro,iQOO,256GB,Mobile,25314,17,430338,146,0
2024-10-11,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,11223,17,190791,125,0
2024-10-11,M109,Nord 3 5G,OnePlus,256GB,Mobile,29187,36,1050732,99,0
2024-10-11,M110,G73 5G,Motorola,128GB,Mobile,11003,18,198054,102,10
2024-10-11,M111,Edge 40 Neo,Motorola,128GB,Mobile,28814,16,461024,70,0
2024-10-11,M112,T2 5G,Vivo,128GB,Mobile,11547,12,138564,130,5
2024-10-11,M113,Y27,Vivo,64GB,Mobile,10815,39,421785,108,5
2024-10-11,M114,A78,Oppo,128GB,Mobile,26444,38,1004872,133,0
2024-10-11,M115,Reno8 T,Oppo,128GB,Mobile,17776,39,693264,136,10
2024-10-11,M116,X5 Pro,Poco,256GB,Mobile,24967,39,973713,130,5
2024-10-11,M117,M6 Pro,Poco,128GB,Mobile,25973,15,389595,111,5
2024-10-11,M118,Zero 5G 2023,Infinix,128GB,Mobile,12133,38,461054,89,0
2024-10-11,M119,Spark 10,Tecno,64GB,Mobile,21946,27,592542,45,10
2024-10-12,M100,Galaxy M14,Samsung,64GB,Mobile,20271,19,385149,101,10
2024-10-12,M101,Galaxy A15,Samsung,128GB,Mobile,12676,25,316900,146,5
2024-10-12,M102,Note 12,Redmi,128GB,Mobile,13262,32,424384,57,0
2024-10-12,M103,12C,Redmi,64GB,Mobile,19393,31,601183,92,0
2024-10-12,M104,Narzo 60,Realme,128GB,Mobile,27275,15,409125,61,5
2024-10-12,M105,C55,Realme,64GB,Mobile,14922,12,179064,85,5
2024-10-12,M106,Z7 5G,iQOO,128GB,Mobile,15219,33,502227,118,10
2024-10-12,M107,Neo 7 Pro,iQOO,256GB,Mobile,26428,38,1004264,67,10
2024-10-12,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,28627,29,830183,108,0
2024-10-12,M109,Nord 3 5G,OnePlus,256GB,Mobile,10480,17,178160,121,0
2024-10-12,M110,G73 5G,Motorola,128GB,Mobile,14640,9,131760,138,5
2024-10-12,M111,Edge 40 Neo,Motorola,128GB,Mobile,10862,4,43448,89,0
2024-10-12,M112,T2 5G,Vivo,128GB,Mobile,25549,35,894215,134,5
2024-10-12,M113,Y27,Vivo,64GB,Mobile,15620,27,421740,41,0
2024-10-12,M114,A78,Oppo,128GB,Mobile,11799,2,23598,114,0
2024-10-12,M115,Reno8 T,Oppo,128GB,Mobile,18503,35,647605,138,0
2024-10-12,M116,X5 Pro,Poco,256GB,Mobile,12742,40,509680,77,0
2024-10-12,M117,M6 Pro,Poco,128GB,Mobile,25855,33,853215,106,10
2024-10-12,M118,Zero 5G 2023,Infinix,128GB,Mobile,27701,10,277010,145,5
2024-10-12,M119,Spark 10,Tecno,64GB,Mobile,13668,2,27336,86,0
2024-10-13,M100,Galaxy M14,Samsung,64GB,Mobile,24850,38,944300,110,10
2024-10-13,M101,Galaxy A15,Samsung,128GB,Mobile,17545,2,35090,95,10
2024-10-13,M102,Note 12,Redmi,128GB,Mobile,11081,26,288106,148,10
2024-10-13,M103,12C,Redmi,64GB,Mobile,17594,9,158346,98,5
2024-10-13,M104,Narzo 60,Realme,128GB,Mobile,15266,23,351118,87,0
2024-10-13,M105,C55,Realme,64GB,Mobile,24392,15,365880,124,10
2024-10-13,M106,Z7 5G,iQOO,128GB,Mobile,27277,24,654648,94,5
2024-10-13,M107,Neo 7 Pro,iQOO,256GB,Mobile,24341,12,292092,99,0
2024-10-13,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,12022,35,420770,63,0
2024-10-13,M109,Nord 3 5G,OnePlus,256GB,Mobile,10957,21,230097,90,5
2024-10-13,M110,G73 5G,Motorola,128GB,Mobile,22957,12,275484,41,10
2024-10-13,M111,Edge 40 Neo,Motorola,128GB,Mobile,15380,6,92280,102,5
2024-10-13,M112,T2 5G,Vivo,128GB,Mobile,17833,6,106998,81,10
2024-10-13,M113,Y27,Vivo,64GB,Mobile,12753,32,408096,95,0
2024-10-13,M114,A78,Oppo,128GB,Mobile,27879,11,306669,131,5
2024-10-13,M115,Reno8 T,Oppo,128GB,Mobile,26691,36,960876,84,10
2024-10-13,M116,X5 Pro,Poco,256GB,Mobile,26537,26,689962,89,0
2024-10-13,M117,M6 Pro,Poco,128GB,Mobile,26063,31,807953,149,10
2024-10-13,M118,Zero 5G 2023,Infinix,128GB,Mobile,11057,23,254311,35,5
2024-10-13,M119,Spark 10,Tecno,64GB,Mobile,15762,17,267954,45,10
2024-10-14,M100,Galaxy M14,Samsung,64GB,Mobile,11607,8,92856,84,10
2024-10-14,M101,Galaxy A15,Samsung,128GB,Mobile,20538,32,657216,35,5
2024-10-14,M102,Note 12,Redmi,128GB,Mobile,25273,12,303276,61,10
2024-10-14,M103,12C,Redmi,64GB,Mobile,24675,36,888300,116,5
2024-10-14,M104,Narzo 60,Realme,128GB,Mobile,28290,25,707250,72,0
2024-10-14,M105,C55,Realme,64GB,Mobile,21601,30,648030,129,0
2024-10-14,M106,Z7 5G,iQOO,128GB,Mobile,26135,26,679510,115,10
2024-10-14,M107,Neo 7 Pro,iQOO,256GB,Mobile,15156,3,45468,111,5
2024-10-14,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,28325,19,538175,119,5
2024-10-14,M109,Nord 3 5G,OnePlus,256GB,Mobile,28482,35,996870,79,5
2024-10-14,M110,G73 5G,Motorola,128GB,Mobile,16332,40,653280,63,10
2024-10-14,M111,Edge 40 Neo,Motorola,128GB,Mobile,24067,29,697943,64,0
2024-10-14,M112,T2 5G,Vivo,128GB,Mobile,25428,5,127140,49,5
2024-10-14,M113,Y27,Vivo,64GB,Mobile,24547,36,883692,49,0
2024-10-14,M114,A78,Oppo,128GB,Mobile,21076,10,210760,79,0
2024-10-14,M115,Reno8 T,Oppo,128GB,Mobile,14474,16,231584,104,5
2024-10-14,M116,X5 Pro,Poco,256GB,Mobile,22157,35,775495,99,5
2024-10-14,M117,M6 Pro,Poco,128GB,Mobile,14097,37,521589,94,0
2024-10-14,M118,Zero 5G 2023,Infinix,128GB,Mobile,16410,26,426660,98,5
2024-10-14,M119,Spark 10,Tecno,64GB,Mobile,24709,15,370635,94,10
2024-10-15,M100,Galaxy M14,Samsung,64GB,Mobile,10778,17,183226,47,5
2024-10-15,M101,Galaxy A15,Samsung,128GB,Mobile,21801,34,741234,49,5
2024-10-15,M102,Note 12,Redmi,128GB,Mobile,22128,5,110640,103,10
2024-10-15,M103,12C,Redmi,64GB,Mobile,23923,5,119615,109,0
2024-10-15,M104,Narzo 60,Realme,128GB,Mobile,12275,14,171850,39,5
2024-10-15,M105,C55,Realme,64GB,Mobile,12330,16,197280,144,10
2024-10-15,M106,Z7 5G,iQOO,128GB,Mobile,19549,39,762411,126,10
2024-10-15,M107,Neo 7 Pro,iQOO,256GB,Mobile,15349,27,414423,121,0
2024-10-15,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,13537,31,419647,57,0
2024-10-15,M109,Nord 3 5G,OnePlus,256GB,Mobile,23357,12,280284,73,0
2024-10-15,M110,G73 5G,Motorola,128GB,Mobile,18146,17,308482,147,0
2024-10-15,M111,Edge 40 Neo,Motorola,128GB,Mobile,18472,7,129304,95,10
2024-10-15,M112,T2 5G,Vivo,128GB,Mobile,21970,2,43940,129,5
2024-10-15,M113,Y27,Vivo,64GB,Mobile,14653,18,263754,146,5
2024-10-15,M114,A78,Oppo,128GB,Mobile,18903,17,321351,48,5
2024-10-15,M115,Reno8 T,Oppo,128GB,Mobile,12672,28,354816,42,10
2024-10-15,M116,X5 Pro,Poco,256GB,Mobile,18374,13,238862,34,10
2024-10-15,M117,M6 Pro,Poco,128GB,Mobile,18500,27,499500,33,5
2024-10-15,M118,Zero 5G 2023,Infinix,128GB,Mobile,23174,31,718394,90,0
2024-10-15,M119,Spark 10,Tecno,64GB,Mobile,10926,17,185742,46,10
2024-10-16,M100,Galaxy M14,Samsung,64GB,Mobile,26533,35,928655,103,10
2024-10-16,M101,Galaxy A15,Samsung,128GB,Mobile,10233,1,10233,99,10
2024-10-16,M102,Note 12,Redmi,128GB,Mobile,21973,36,791028,136,5
2024-10-16,M103,12C,Redmi,64GB,Mobile,14766,6,88596,64,0
2024-10-16,M104,Narzo 60,Realme,128GB,Mobile,23285,34,791690,82,5
2024-10-16,M105,C55,Realme,64GB,Mobile,13427,21,281967,137,0
2024-10-16,M106,Z7 5G,iQOO,128GB,Mobile,15249,25,381225,110,5
2024-10-16,M107,Neo 7 Pro,iQOO,256GB,Mobile,16815,40,672600,84,10
2024-10-16,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,24877,16,398032,133,10
2024-10-16,M109,Nord 3 5G,OnePlus,256GB,Mobile,27609,40,1104360,119,5
2024-10-16,M110,G73 5G,Motorola,128GB,Mobile,26606,33,877998,69,5
2024-10-16,M111,Edge 40 Neo,Motorola,128GB,Mobile,20240,6,121440,69,10
2024-10-16,M112,T2 5G,Vivo,128GB,Mobile,19688,17,334696,105,5
2024-10-16,M113,Y27,Vivo,64GB,Mobile,18246,8,145968,36,10
2024-10-16,M114,A78,Oppo,128GB,Mobile,12660,39,493740,47,10
2024-10-16,M115,Reno8 T,Oppo,128GB,Mobile,15917,31,493427,138,0
2024-10-16,M116,X5 Pro,Poco,256GB,Mobile,21839,25,545975,119,0
2024-10-16,M117,M6 Pro,Poco,128GB,Mobile,10884,5,54420,44,5
2024-10-16,M118,Zero 5G 2023,Infinix,128GB,Mobile,25547,4,102188,84,0
2024-10-16,M119,Spark 10,Tecno,64GB,Mobile,15696,36,565056,98,10
2024-10-17,M100,Galaxy M14,Samsung,64GB,Mobile,22939,21,481719,83,0
2024-10-17,M101,Galaxy A15,Samsung,128GB,Mobile,17236,9,155124,120,5
2024-10-17,M102,Note 12,Redmi,128GB,Mobile,11949,17,203133,104,10
2024-10-17,M103,12C,Redmi,64GB,Mobile,19699,4,78796,106,5
2024-10-17,M104,Narzo 60,Realme,128GB,Mobile,21297,2,42594,30,5
2024-10-17,M105,C55,Realme,64GB,Mobile,9729,37,359973,113,10
2024-10-17,M106,Z7 5G,iQOO,128GB,Mobile,19867,34,675478,68,0
2024-10-17,M107,Neo 7 Pro,iQOO,256GB,Mobile,27566,4,110264,52,5
2024-10-17,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,18630,18,335340,78,5
2024-10-17,M109,Nord 3 5G,OnePlus,256GB,Mobile,25418,28,711704,85,10
2024-10-17,M110,G73 5G,Motorola,128GB,Mobile,24986,21,524706,36,5
2024-10-17,M111,Edge 40 Neo,Motorola,128GB,Mobile,23066,1,23066,50,5
2024-10-17,M112,T2 5G,Vivo,128GB,Mobile,19172,24,460128,84,5
2024-10-17,M113,Y27,Vivo,64GB,Mobile,24754,35,866390,73,5
2024-10-17,M114,A78,Oppo,128GB,Mobile,9860,20,197200,87,10
2024-10-17,M115,Reno8 T,Oppo,128GB,Mobile,20450,33,674850,54,0
2024-10-17,M116,X5 Pro,Poco,256GB,Mobile,29942,9,269478,84,0
2024-10-17,M117,M6 Pro,Poco,128GB,Mobile,17048,26,443248,63,5
2024-10-17,M118,Zero 5G 2023,Infinix,128GB,Mobile,22493,12,269916,139,0
2024-10-17,M119,Spark 10,Tecno,64GB,Mobile,22534,19,428146,119,5
2024-10-18,M100,Galaxy M14,Samsung,64GB,Mobile,11775,22,259050,80,0
2024-10-18,M101,Galaxy A15,Samsung,128GB,Mobile,26802,15,402030,74,10
2024-10-18,M102,Note 12,Redmi,128GB,Mobile,11759,28,329252,118,0
2024-10-18,M103,12C,Redmi,64GB,Mobile,15251,12,183012,45,0
2024-10-18,M104,Narzo 60,Realme,128GB,Mobile,14235,29,412815,53,5
2024-10-18,M105,C55,Realme,64GB,Mobile,22828,31,707668,118,5
2024-10-18,M106,Z7 5G,iQOO,128GB,Mobile,19169,21,402549,47,5
2024-10-18,M107,Neo 7 Pro,iQOO,256GB,Mobile,11595,7,81165,33,5
2024-10-18,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,12590,7,88130,65,0
2024-10-18,M109,Nord 3 5G,OnePlus,256GB,Mobile,12372,33,408276,146,5
2024-10-18,M110,G73 5G,Motorola,128GB,Mobile,16407,34,557838,132,10
2024-10-18,M111,Edge 40 Neo,Motorola,128GB,Mobile,22722,25,568050,30,0
2024-10-18,M112,T2 5G,Vivo,128GB,Mobile,27591,31,855321,43,0
2024-10-18,M113,Y27,Vivo,64GB,Mobile,26364,31,817284,80,10
2024-10-18,M114,A78,Oppo,128GB,Mobile,23583,13,306579,46,10
2024-10-18,M115,Reno8 T,Oppo,128GB,Mobile,12593,39,491127,103,0
2024-10-18,M116,X5 Pro,Poco,256GB,Mobile,20654,1,20654,149,5
2024-10-18,M117,M6 Pro,Poco,128GB,Mobile,18004,27,486108,47,5
2024-10-18,M118,Zero 5G 2023,Infinix,128GB,Mobile,18621,28,521388,111,0
2024-10-18,M119,Spark 10,Tecno,64GB,Mobile,12494,8,99952,123,0
2024-10-19,M100,Galaxy M14,Samsung,64GB,Mobile,15394,34,523396,56,0
2024-10-19,M101,Galaxy A15,Samsung,128GB,Mobile,18232,31,565192,124,0
2024-10-19,M102,Note 12,Redmi,128GB,Mobile,21211,23,487853,85,0
2024-10-19,M103,12C,Redmi,64GB,Mobile,26361,35,922635,79,10
2024-10-19,M104,Narzo 60,Realme,128GB,Mobile,10996,23,252908,100,5
2024-10-19,M105,C55,Realme,64GB,Mobile,14754,33,486882,63,5
2024-10-19,M106,Z7 5G,iQOO,128GB,Mobile,14941,8,119528,46,5
2024-10-19,M107,Neo 7 Pro,iQOO,256GB,Mobile,25440,15,381600,126,10
2024-10-19,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,25172,17,427924,142,5
2024-10-19,M109,Nord 3 5G,OnePlus,256GB,Mobile,20768,3,62304,36,5
2024-10-19,M110,G73 5G,Motorola,128GB,Mobile,22861,24,548664,69,5
2024-10-19,M111,Edge 40 Neo,Motorola,128GB,Mobile,17410,22,383020,89,10
2024-10-19,M112,T2 5G,Vivo,128GB,Mobile,14772,5,73860,138,0
2024-10-19,M113,Y27,Vivo,64GB,Mobile,13650,13,177450,150,0
2024-10-19,M114,A78,Oppo,128GB,Mobile,13545,19,257355,87,10
2024-10-19,M115,Reno8 T,Oppo,128GB,Mobile,24844,32,795008,127,10
2024-10-19,M116,X5 Pro,Poco,256GB,Mobile,12141,26,315666,86,5
2024-10-19,M117,M6 Pro,Poco,128GB,Mobile,16759,19,318421,115,0
2024-10-19,M118,Zero 5G 2023,Infinix,128GB,Mobile,14678,2,29356,51,5
2024-10-19,M119,Spark 10,Tecno,64GB,Mobile,14651,25,366275,98,10
2024-10-20,M100,Galaxy M14,Samsung,64GB,Mobile,15561,31,482391,144,0
2024-10-20,M101,Galaxy A15,Samsung,128GB,Mobile,19428,21,407988,31,10
2024-10-20,M102,Note 12,Redmi,128GB,Mobile,27789,5,138945,132,0
2024-10-20,M103,12C,Redmi,64GB,Mobile,28386,3,85158,61,5
2024-10-20,M104,Narzo 60,Realme,128GB,Mobile,17435,13,226655,121,5
2024-10-20,M105,C55,Realme,64GB,Mobile,10532,15,157980,107,5
2024-10-20,M106,Z7 5G,iQOO,128GB,Mobile,18584,33,613272,99,10
2024-10-20,M107,Neo 7 Pro,iQOO,256GB,Mobile,14007,15,210105,109,5
2024-10-20,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,20846,20,416920,142,0
2024-10-20,M109,Nord 3 5G,OnePlus,256GB,Mobile,10387,7,72709,139,0
2024-10-20,M110,G73 5G,Motorola,128GB,Mobile,26865,26,698490,121,0
2024-10-20,M111,Edge 40 Neo,Motorola,128GB,Mobile,23213,19,441047,94,5
2024-10-20,M112,T2 5G,Vivo,128GB,Mobile,26848,28,751744,137,0
2024-10-20,M113,Y27,Vivo,64GB,Mobile,21316,17,362372,65,0
2024-10-20,M114,A78,Oppo,128GB,Mobile,16501,17,280517,76,10
2024-10-20,M115,Reno8 T,Oppo,128GB,Mobile,17651,35,617785,36,5
2024-10-20,M116,X5 Pro,Poco,256GB,Mobile,15200,24,364800,142,10
2024-10-20,M117,M6 Pro,Poco,128GB,Mobile,11552,40,462080,107,5
2024-10-20,M118,Zero 5G 2023,Infinix,128GB,Mobile,16268,36,585648,120,5
2024-10-20,M119,Spark 10,Tecno,64GB,Mobile,13511,21,283731,112,0
2024-10-21,M100,Galaxy M14,Samsung,64GB,Mobile,16104,8,128832,106,10
2024-10-21,M101,Galaxy A15,Samsung,128GB,Mobile,13337,33,440121,88,10
2024-10-21,M102,Note 12,Redmi,128GB,Mobile,24113,35,843955,62,10
2024-10-21,M103,12C,Redmi,64GB,Mobile,20383,38,774554,102,10
2024-10-21,M104,Narzo 60,Realme,128GB,Mobile,21550,33,711150,97,10
2024-10-21,M105,C55,Realme,64GB,Mobile,13571,4,54284,106,10
2024-10-21,M106,Z7 5G,iQOO,128GB,Mobile,19027,38,723026,91,5
2024-10-21,M107,Neo 7 Pro,iQOO,256GB,Mobile,13635,18,245430,43,5
2024-10-21,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,22253,17,378301,47,10
2024-10-21,M109,Nord 3 5G,OnePlus,256GB,Mobile,22348,6,134088,34,0
2024-10-21,M110,G73 5G,Motorola,128GB,Mobile,26641,25,666025,125,10
