date,product_id,views,clicks,add_to_cart,purchases,bounce_rate
2024-10-03,M103,1117,300,192,53,27.78
2024-10-03,M104,768,112,34,28,43.47
2024-10-03,M105,616,175,123,34,37.91
2024-10-03,M106,1161,336,210,55,36.2
2024-10-03,M107,1619,285,94,64,41.61
2024-10-03,M108,1327,163,130,67,45.48
2024-10-03,M109,846,297,93,51,54.53
2024-10-03,M110,255,28,15,10,62.99
2024-10-03,M111,644,162,88,42,57.46
2024-10-03,M112,291,45,9,23,68.87
2024-10-03,M113,291,33,25,21,40.74
2024-10-03,M114,460,51,37,18,34.05
2024-10-03,M115,576,139,28,22,75.22
2024-10-03,M116,1730,274,199,63,56.27
2024-10-03,M117,1311,343,206,49,71.58
2024-10-03,M118,1108,252,132,57,46.13
2024-10-03,M119,737,253,164,25,79.93
2024-10-04,M100,300,119,91,11,66.79
2024-10-04,M101,757,142,65,30,79.76
2024-10-04,M102,118,31,14,11,23.33
2024-10-04,M103,141,37,9,6,78.42
2024-10-04,M104,355,82,60,12,59.96
2024-10-04,M105,424,165,68,21,20.58
2024-10-04,M106,538,65,20,36,63.76
2024-10-04,M107,580,185,139,25,38.96
2024-10-04,M108,77,26,12,3,22.13
2024-10-04,M109,63,8,2,6,73.06
2024-10-04,M110,380,76,17,30,40.95
2024-10-04,M111,435,56,35,16,57.8
2024-10-04,M112,379,110,31,36,70.57
2024-10-04,M113,149,41,19,8,38.56
2024-10-04,M114,563,57,14,30,20.81
2024-10-04,M115,290,33,6,14,37.57
2024-10-04,M116,225,54,32,12,35.12
2024-10-04,M117,238,72,47,12,67.52
2024-10-04,M118,702,257,188,40,68.58
2024-10-04,M119,199,29,16,11,44.38
2024-10-05,M100,354,105,39,21,71.58
2024-10-05,M101,402,94,26,20,38.98
2024-10-05,M102,208,27,7,10,77.97
2024-10-05,M103,511,61,42,24,56.15
2024-10-05,M104,431,65,45,35,26.73
2024-10-05,M105,541,81,40,20,41.17
2024-10-05,M106,701,85,52,32,60.5
2024-10-05,M107,696,213,126,32,56.1
2024-10-05,M108,575,118,36,26,40.29
2024-10-05,M109,21,5,1,2,66.55
2024-10-05,M110,301,39,27,17,45.97
2024-10-05,M111,150,45,34,8,49.05
2024-10-05,M112,1119,309,109,38,69.11
2024-10-05,M113,473,57,25,37,66.61
2024-10-05,M114,150,59,26,11,27.3
2024-10-05,M115,859,290,178,39,23.47
2024-10-05,M116,690,147,77,32,25.98
2024-10-05,M117,471,112,59,21,36.68
2024-10-05,M118,947,308,133,34,41.93
2024-10-05,M119,52,10,4,2,60.99
2024-10-06,M100,283,113,51,24,31.11
2024-10-06,M101,48,6,2,4,71.84
2024-10-06,M102,70,11,4,3,76.5
2024-10-06,M103,1059,247,175,36,76.01
2024-10-06,M104,460,163,127,30,63.02
2024-10-06,M105,958,142,62,37,74.93
2024-10-06,M106,293,96,55,14,79.55
2024-10-06,M107,240,24,13,23,43.07
2024-10-06,M108,907,220,147,35,34.08
2024-10-06,M109,80,26,9,3,58.66
2024-10-06,M110,348,105,84,20,53.61
2024-10-06,M111,142,44,32,6,34.63
2024-10-06,M112,181,60,42,8,45.08
2024-10-06,M113,175,53,40,11,75.51
2024-10-06,M114,117,44,9,6,39.3
2024-10-06,M115,650,102,42,37,26.69
2024-10-06,M116,482,185,95,38,27.36
2024-10-06,M117,76,24,18,6,38.4
2024-10-06,M118,402,143,86,18,45.95
2024-10-06,M119,334,129,32,13,61.52
2024-10-07,M100,393,114,37,31,56.08
2024-10-07,M101,753,116,71,38,70.32
2024-10-07,M102,112,32,24,8,59.47
2024-10-07,M103,256,51,13,10,46.9
2024-10-07,M104,258,88,17,11,51.86
2024-10-07,M105,663,173,130,30,71.44
2024-10-07,M106,171,53,17,9,21.57
2024-10-07,M107,107,37,13,6,67.79
2024-10-07,M108,685,192,43,26,59.69
2024-10-07,M109,339,68,41,12,48.65
2024-10-07,M110,60,9,3,3,22.04
2024-10-07,M111,632,178,94,22,76.68
2024-10-07,M112,188,26,16,16,79.76
2024-10-07,M113,149,58,16,14,41.6
2024-10-07,M114,274,59,29,13,22.15
2024-10-07,M115,415,82,45,14,68.73
2024-10-07,M116,153,38,19,12,79.6
2024-10-07,M117,310,93,34,20,76.99
2024-10-07,M118,326,127,95,19,36.15
2024-10-07,M119,362,129,68,19,62.57
2024-10-08,M100,744,173,130,26,60.39
2024-10-08,M101,327,62,33,22,61.39
2024-10-08,M102,304,30,16,21,21.58
2024-10-08,M103,479,134,53,19,66.82
2024-10-08,M104,360,56,41,13,75.71
2024-10-08,M105,490,82,49,25,57.5
2024-10-08,M106,14,4,3,1,54.31
2024-10-08,M107,1058,364,214,37,49.88
2024-10-08,M108,1114,395,227,38,79.46
2024-10-08,M109,110,38,19,7,21.37
2024-10-08,M110,204,79,42,10,68.66
2024-10-08,M111,506,57,22,23,66.67
2024-10-08,M112,462,124,57,24,52.46
2024-10-08,M113,254,101,72,9,68.24
2024-10-08,M114,86,14,7,5,22.77
2024-10-08,M115,803,234,147,31,68.12
2024-10-08,M116,461,136,55,24,48.69
2024-10-08,M117,838,257,185,36,35.36
2024-10-08,M118,181,49,12,11,45.2
2024-10-08,M119,584,202,48,29,55.19
2024-10-09,M100,778,126,79,38,54.92
2024-10-09,M101,95,36,28,9,48.24
2024-10-09,M102,114,32,25,7,30.56
2024-10-09,M103,119,17,9,11,56.39
2024-10-09,M104,368,90,57,19,48.59
2024-10-09,M105,95,24,8,8,32.49
2024-10-09,M106,749,245,60,26,21.27
2024-10-09,M107,354,60,25,29,65.25
2024-10-09,M108,583,136,101,20,21.1
2024-10-09,M109,593,181,74,38,33.9
2024-10-09,M110,722,218,87,28,65.47
2024-10-09,M111,595,218,115,31,25.86
2024-10-09,M112,171,22,15,17,42.76
2024-10-09,M113,113,33,25,4,56.79
2024-10-09,M114,110,22,13,8,70.82
2024-10-09,M115,355,68,15,14,34.84
2024-10-09,M116,379,106,40,27,53.2
2024-10-09,M117,386,71,41,29,74.89
2024-10-09,M118,135,35,10,6,78.64
2024-10-09,M119,1009,174,37,34,68.58
2024-10-10,M100,288,100,72,17,74.36
2024-10-10,M101,270,74,52,24,77.12
2024-10-10,M102,822,256,161,38,58.78
2024-10-10,M103,349,53,23,22,54.44
2024-10-10,M104,278,51,27,13,60.54
2024-10-10,M105,783,169,119,29,64.75
2024-10-10,M106,593,99,52,30,50.05
2024-10-10,M107,89,15,10,4,63.17
2024-10-10,M108,303,69,53,18,52.99
2024-10-10,M109,592,72,29,26,20.58
2024-10-10,M110,221,79,45,13,67.42
2024-10-10,M111,361,94,54,28,32.26
2024-10-10,M112,416,92,28,34,41.46
2024-10-10,M113,617,151,55,28,29.48
2024-10-10,M114,48,8,3,2,71.71
2024-10-10,M115,30,7,5,1,34.76
2024-10-10,M116,368,54,35,13,77.25
2024-10-10,M117,762,271,178,29,55.35
2024-10-10,M118,506,180,121,26,51.59
2024-10-10,M119,656,133,102,23,24.76
2024-10-11,M100,247,91,45,16,46.55
2024-10-11,M101,828,206,102,31,35.43
2024-10-11,M102,455,143,106,18,25.01
2024-10-11,M103,145,15,10,7,42.76
2024-10-11,M104,549,206,89,38,71.97
2024-10-11,M105,177,37,12,8,70.09
2024-10-11,M106,608,85,64,32,39.0
2024-10-11,M107,282,37,28,17,50.83
2024-10-11,M108,242,26,14,17,21.21
2024-10-11,M109,439,45,23,36,68.34
2024-10-11,M110,470,64,20,18,55.71
2024-10-11,M111,303,61,27,16,47.38
2024-10-11,M112,357,58,38,12,41.86
2024-10-11,M113,931,144,65,39,57.22
2024-10-11,M114,607,151,70,38,21.8
2024-10-11,M115,986,205,88,39,32.54
2024-10-11,M116,454,65,14,39,72.94
2024-10-11,M117,315,96,38,15,42.16
2024-10-11,M118,833,298,116,38,77.26
2024-10-11,M119,363,140,56,27,48.63
2024-10-12,M100,545,65,17,19,79.23
2024-10-12,M101,604,178,70,25,54.03
2024-10-12,M102,414,156,88,32,41.57
2024-10-12,M103,338,135,90,31,79.94
2024-10-12,M104,153,26,8,15,62.34
2024-10-12,M105,299,85,30,12,47.19
2024-10-12,M106,571,209,102,33,68.68
2024-10-12,M107,1054,127,35,38,70.49
2024-10-12,M108,295,41,29,29,72.87
2024-10-12,M109,318,103,30,17,44.82
2024-10-12,M110,109,20,6,9,76.96
2024-10-12,M111,73,7,1,4,44.96
2024-10-12,M112,563,190,86,35,40.08
2024-10-12,M113,706,173,40,27,30.26
2024-10-12,M114,40,5,3,2,34.97
2024-10-12,M115,905,111,57,35,69.72
2024-10-12,M116,485,64,47,40,62.67
2024-10-12,M117,361,136,31,33,77.41
2024-10-12,M118,186,21,5,10,73.65
2024-10-12,M119,35,4,0,2,54.33
2024-10-13,M100,715,227,149,38,23.49
2024-10-13,M101,29,9,4,2,56.03
2024-10-13,M102,455,115,86,26,79.8
2024-10-13,M103,245,79,41,9,22.98
2024-10-13,M104,397,71,46,23,70.56
2024-10-13,M105,320,80,25,15,39.01
2024-10-13,M106,419,42,16,24,30.15
2024-10-13,M107,199,44,35,12,35.66
2024-10-13,M108,408,89,54,35,72.6
2024-10-13,M109,549,182,89,21,65.41
2024-10-13,M110,319,124,86,12,40.25
2024-10-13,M111,93,37,10,6,64.32
2024-10-13,M112,80,23,16,6,49.94
2024-10-13,M113,438,119,94,32,53.48
2024-10-13,M114,311,43,20,11,23.33
2024-10-13,M115,929,102,80,36,24.54
2024-10-13,M116,771,248,133,26,41.25
2024-10-13,M117,811,91,53,31,30.22
2024-10-13,M118,481,188,85,23,71.02
2024-10-13,M119,336,38,15,17,36.25
2024-10-14,M100,154,20,8,8,74.37
2024-10-14,M101,605,95,58,32,78.38
2024-10-14,M102,186,67,22,12,64.92
2024-10-14,M103,865,95,52,36,52.33
2024-10-14,M104,608,148,34,25,23.89
2024-10-14,M105,426,100,48,30,60.14
2024-10-14,M106,685,265,98,26,44.64
2024-10-14,M107,46,18,12,3,76.84
2024-10-14,M108,417,46,18,19,28.58
2024-10-14,M109,414,93,64,35,53.81
2024-10-14,M110,917,150,67,40,28.99
2024-10-14,M111,295,85,41,29,59.57
2024-10-14,M112,60,20,14,5,20.64
2024-10-14,M113,799,215,62,36,74.1
2024-10-14,M114,156,42,19,10,54.61
2024-10-14,M115,238,51,29,16,64.89
2024-10-14,M116,828,182,88,35,64.23
2024-10-14,M117,1069,130,66,37,35.09
2024-10-14,M118,730,273,75,26,39.35
2024-10-14,M119,164,47,22,15,20.83
2024-10-15,M100,404,84,64,17,77.69
2024-10-15,M101,889,91,18,34,73.95
2024-10-15,M102,110,27,10,5,50.41
2024-10-15,M103,97,20,11,5,46.21
2024-10-15,M104,411,121,78,14,75.26
2024-10-15,M105,406,142,33,16,46.01
2024-10-15,M106,889,155,119,39,25.54
2024-10-15,M107,433,88,52,27,65.58
2024-10-15,M108,616,211,152,31,27.04
2024-10-15,M109,172,17,13,12,55.51
2024-10-15,M110,247,38,18,17,29.51
2024-10-15,M111,115,34,25,7,49.12
2024-10-15,M112,34,6,4,2,77.22
2024-10-15,M113,417,157,66,18,67.11
2024-10-15,M114,197,76,48,17,60.67
2024-10-15,M115,384,59,13,28,40.72
2024-10-15,M116,267,62,41,13,57.68
2024-10-15,M117,670,218,50,27,25.44
2024-10-15,M118,479,134,77,31,67.86
2024-10-15,M119,201,54,23,17,44.9
2024-10-16,M100,364,107,25,35,28.92
2024-10-16,M101,25,2,0,1,70.99
2024-10-16,M102,1024,188,128,36,22.84
2024-10-16,M103,143,39,29,6,34.46
2024-10-16,M104,403,68,36,34,75.62
2024-10-16,M105,526,142,107,21,26.34
2024-10-16,M106,313,81,44,25,73.94
2024-10-16,M107,1171,156,86,40,62.32
2024-10-16,M108,237,74,36,16,52.5
2024-10-16,M109,806,316,112,40,43.15
2024-10-16,M110,385,54,33,33,34.61
2024-10-16,M111,170,41,24,6,49.29
2024-10-16,M112,243,31,10,17,30.67
2024-10-16,M113,150,38,8,8,68.3
2024-10-16,M114,410,90,57,39,36.09
2024-10-16,M115,759,218,161,31,69.16
2024-10-16,M116,671,233,173,25,74.68
2024-10-16,M117,118,23,14,5,73.33
2024-10-16,M118,55,6,1,4,58.38
2024-10-16,M119,807,179,76,36,52.39
2024-10-17,M100,473,120,54,21,71.1
2024-10-17,M101,234,52,11,9,65.39
2024-10-17,M102,311,86,20,17,33.51
2024-10-17,M103,80,28,18,4,20.08
2024-10-17,M104,54,20,4,2,43.03
2024-10-17,M105,948,219,163,37,42.38
2024-10-17,M106,345,70,32,34,48.05
2024-10-17,M107,118,14,7,4,64.85
2024-10-17,M108,304,37,15,18,48.19
2024-10-17,M109,409,102,61,28,51.79
2024-10-17,M110,222,42,22,21,45.53
2024-10-17,M111,21,2,0,1,20.26
2024-10-17,M112,633,75,35,24,75.27
2024-10-17,M113,401,154,45,35,73.7
2024-10-17,M114,479,130,88,20,39.7
2024-10-17,M115,823,135,96,33,50.48
2024-10-17,M116,90,26,14,9,30.8
2024-10-17,M117,574,63,36,26,29.59
2024-10-17,M118,162,48,19,12,67.04
2024-10-17,M119,417,61,34,19,38.88
2024-10-18,M100,314,32,17,22,61.61
2024-10-18,M101,424,134,35,15,39.18
2024-10-18,M102,658,79,22,28,31.31
2024-10-18,M103,160,32,20,12,24.84
2024-10-18,M104,738,214,163,29,60.35
2024-10-18,M105,663,69,36,31,27.33
2024-10-18,M106,528,82,49,21,58.11
2024-10-18,M107,92,25,5,7,41.53
2024-10-18,M108,93,35,16,7,26.11
2024-10-18,M109,352,126,25,33,49.56
2024-10-18,M110,987,119,58,34,64.1
2024-10-18,M111,441,61,33,25,45.67
2024-10-18,M112,928,200,67,31,68.13
2024-10-18,M113,467,167,85,31,62.01
2024-10-18,M114,204,70,38,13,53.71
2024-10-18,M115,987,233,160,39,33.57
2024-10-18,M116,24,5,1,1,54.04
2024-10-18,M117,424,136,49,27,71.05
2024-10-18,M118,329,80,19,28,42.02
2024-10-18,M119,130,39,8,8,46.34
2024-10-19,M100,492,126,40,34,32.22
2024-10-19,M101,520,208,149,31,37.82
2024-10-19,M102,274,44,28,23,38.78
2024-10-19,M103,421,114,50,35,73.62
2024-10-19,M104,429,115,47,23,45.84
2024-10-19,M105,542,163,76,33,60.68
2024-10-19,M106,129,17,13,8,38.37
2024-10-19,M107,311,119,58,15,42.37
2024-10-19,M108,385,108,36,17,42.09
2024-10-19,M109,78,24,14,3,79.53
2024-10-19,M110,709,145,77,24,62.07
2024-10-19,M111,624,229,72,22,52.05
2024-10-19,M112,129,47,27,5,48.74
2024-10-19,M113,340,133,55,13,34.39
2024-10-19,M114,534,64,20,19,31.91
2024-10-19,M115,607,99,70,32,69.48
2024-10-19,M116,506,106,51,26,26.22
2024-10-19,M117,481,146,29,19,66.11
2024-10-19,M118,40,4,1,2,49.74
2024-10-19,M119,382,38,7,25,66.69
2024-10-20,M100,561,195,156,31,46.13
2024-10-20,M101,404,94,50,21,38.19
2024-10-20,M102,55,20,14,5,29.17
2024-10-20,M103,32,5,4,3,38.87
2024-10-20,M104,389,115,76,13,77.14
2024-10-20,M105,253,77,47,15,21.74
2024-10-20,M106,540,178,59,33,51.79
2024-10-20,M107,434,80,28,15,31.39
2024-10-20,M108,222,80,17,20,25.6
2024-10-20,M109,208,41,17,7,47.85
2024-10-20,M110,311,111,81,26,41.72
2024-10-20,M111,458,146,46,19,26.26
2024-10-20,M112,799,248,154,28,70.37
2024-10-20,M113,376,95,52,17,76.07
2024-10-20,M114,259,89,58,17,59.01
2024-10-20,M115,783,217,142,35,20.68
2024-10-20,M116,433,145,93,24,60.86
2024-10-20,M117,936,125,45,40,49.18
2024-10-20,M118,408,79,61,36,71.94
2024-10-20,M119,399,60,46,21,60.32
2024-10-21,M100,176,37,23,8,75.73
2024-10-21,M101,762,215,62,33,60.66
2024-10-21,M102,961,164,52,35,57.88
2024-10-21,M103,483,164,109,38,46.57
2024-10-21,M104,552,86,19,33,53.46
2024-10-21,M105,107,23,8,4,53.53
2024-10-21,M106,384,117,92,38,74.85
2024-10-21,M107,357,127,58,18,35.44
2024-10-21,M108,441,160,102,17,54.41
2024-10-21,M109,180,70,31,6,73.84
2024-10-21,M110,523,115,47,25,35.3
2024-10-21,M111,171,51,22,9,75.08
2024-10-21,M112,384,132,43,15,43.21
2024-10-21,M113,527,77,28,34,24.21
2024-10-21,M114,199,63,13,7,45.34
2024-10-21,M115,792,270,160,36,37.86
2024-10-21,M116,191,59,47,11,48.59
2024-10-21,M117,650,121,27,34,51.87
2024-10-21,M118,939,97,72,37,62.16
2024-10-21,M119,213,43,28,10,66.56
2024-10-22,M100,141,42,11,8,27.6
2024-10-22,M101,308,97,52,12,49.79
2024-10-22,M102,634,83,37,34,67.19
2024-10-22,M103,413,103,54,25,77.03
2024-10-22,M104,26,5,4,2,32.02
2024-10-22,M105,439,115,44,36,78.38
2024-10-22,M106,110,41,29,8,40.29
2024-10-22,M107,260,60,42,19,55.65
2024-10-22,M108,95,32,14,6,34.78
2024-10-22,M109,216,84,50,16,29.54
2024-10-22,M110,325,124,28,21,41.11
2024-10-22,M111,170,56,41,6,44.51
2024-10-22,M112,57,6,3,4,69.49
2024-10-22,M113,811,214,112,36,62.9
2024-10-22,M114,405,72,14,20,65.84
2024-10-22,M115,155,43,22,7,37.66
2024-10-22,M116,44,6,1,2,55.99
2024-10-22,M117,298,91,50,12,59.73
2024-10-22,M118,398,82,56,18,27.51
2024-10-22,M119,712,158,115,25,71.24
2024-10-23,M100,29,6,3,2,53.73
2024-10-23,M101,466,148,87,25,30.47
2024-10-23,M102,72,25,6,5,79.64
2024-10-23,M103,322,49,31,24,45.2
2024-10-23,M104,138,30,7,6,46.01
2024-10-23,M105,284,40,18,26,79.34
2024-10-23,M106,136,19,6,7,51.01
2024-10-23,M107,828,265,112,38,53.43
2024-10-23,M108,72,24,10,3,79.34
2024-10-23,M109,277,44,33,12,32.17
2024-10-23,M110,807,179,52,27,29.31
2024-10-23,M111,1022,231,154,36,58.95
2024-10-23,M112,801,127,97,37,44.74
2024-10-23,M113,220,33,7,11,33.6
2024-10-23,M114,22,4,3,1,36.12
2024-10-23,M115,333,104,59,28,32.05
2024-10-23,M116,1037,143,67,37,69.95
2024-10-23,M117,913,173,86,32,28.74
2024-10-23,M118,358,115,69,24,20.24
2024-10-23,M119,444,52,13,24,63.78
2024-10-24,M100,452,154,82,30,71.71
2024-10-24,M101,789,240,57,39,55.13
2024-10-24,M102,115,15,7,6,56.29
2024-10-24,M103,248,96,73,23,25.02
2024-10-24,M104,418,117,36,37,45.78
2024-10-24,M105,21,8,6,1,55.57
2024-10-24,M106,20,4,2,1,76.57
2024-10-24,M107,153,17,3,9,25.77
2024-10-24,M108,485,116,74,22,27.82
2024-10-24,M109,802,266,129,30,71.73
2024-10-24,M110,143,24,4,6,74.68
2024-10-24,M111,411,64,20,25,40.39
2024-10-24,M112,136,48,27,5,50.39
2024-10-24,M113,828,257,101,36,23.39
2024-10-24,M114,593,99,25,39,44.7
2024-10-24,M115,191,42,32,9,74.06
2024-10-24,M116,255,38,8,11,64.97
2024-10-24,M117,370,117,91,31,60.73
2024-10-24,M118,101,34,8,5,71.87
2024-10-24,M119,423,65,26,17,60.14
2024-10-25,M100,154,15,5,9,41.46
2024-10-25,M101,201,46,17,19,30.57
2024-10-25,M102,59,18,7,3,34.71
2024-10-25,M103,919,247,154,33,40.31
2024-10-25,M104,811,253,141,37,23.65
2024-10-25,M105,403,64,30,24,49.95
2024-10-25,M106,872,221,64,37,24.9
2024-10-25,M107,102,10,3,5,50.5
2024-10-25,M108,578,203,152,22,41.14
2024-10-25,M109,862,341,155,30,41.55
2024-10-25,M110,253,96,50,9,75.38
2024-10-25,M111,907,185,44,33,35.62
2024-10-25,M112,245,68,33,21,29.82
2024-10-25,M113,161,49,32,6,67.07
2024-10-25,M114,508,108,27,34,68.35
2024-10-25,M115,220,73,31,17,63.71
2024-10-25,M116,95,38,28,9,34.77
2024-10-25,M117,487,174,92,35,62.29
2024-10-25,M118,87,28,14,5,33.64
2024-10-25,M119,508,201,129,36,38.54
2024-10-26,M100,1065,339,201,37,45.72
2024-10-26,M101,355,98,63,12,58.61
2024-10-26,M102,96,37,29,6,23.23
2024-10-26,M103,169,46,23,6,27.77
2024-10-26,M104,351,127,60,15,74.81
2024-10-26,M105,862,162,126,37,68.33
2024-10-26,M106,43,14,6,3,26.17
2024-10-26,M107,290,81,44,28,57.67
2024-10-26,M108,12,1,0,1,55.79
2024-10-26,M109,116,46,18,6,37.49
2024-10-26,M110,288,106,42,20,54.74
2024-10-26,M111,316,39,19,19,58.16
2024-10-26,M112,504,81,24,37,50.17
2024-10-26,M113,813,172,98,38,40.92
2024-10-26,M114,751,273,66,27,78.05
2024-10-26,M115,262,62,45,17,55.53
2024-10-26,M116,80,18,13,8,41.82
2024-10-26,M117,977,390,223,40,25.32
2024-10-26,M118,263,55,27,13,60.71
2024-10-26,M119,319,79,37,14,77.68
2024-10-27,M100,553,92,67,22,33.38
2024-10-27,M101,569,123,59,36,23.35
2024-10-27,M102,342,93,62,12,21.61
2024-10-27,M103,200,46,36,19,59.14
2024-10-27,M104,362,129,55,29,55.46
2024-10-27,M105,472,121,54,16,39.36
2024-10-27,M106,800,218,111,34,71.41
2024-10-27,M107,497,54,40,18,32.56
2024-10-27,M108,406,59,44,28,29.81
2024-10-27,M109,1012,152,39,36,30.95
2024-10-27,M110,357,116,42,20,25.68
2024-10-27,M111,1035,364,92,36,39.16
2024-10-27,M112,284,91,53,15,50.31
2024-10-27,M113,311,90,58,20,78.3
2024-10-27,M114,46,11,2,4,42.2
2024-10-27,M115,318,87,18,29,57.3
2024-10-27,M116,42,14,8,4,75.96
2024-10-27,M117,794,250,105,40,31.13
2024-10-27,M118,447,89,33,24,62.83
2024-10-27,M119,577,90,45,37,40.08
2024-10-28,M100,14,1,0,1,56.38
2024-10-28,M101,246,56,42,22,22.41
2024-10-28,M102,845,243,109,32,46.46
2024-10-28,M103,202,51,25,7,59.81
2024-10-28,M104,111,23,13,7,55.34
2024-10-28,M105,472,96,43,25,53.94
2024-10-28,M106,26,10,4,2,41.72
2024-10-28,M107,327,45,36,19,60.73
2024-10-28,M108,115,45,30,4,33.47
2024-10-28,M109,52,16,10,2,78.39
2024-10-28,M110,695,214,81,24,51.64
2024-10-28,M111,384,141,46,18,64.54
2024-10-28,M112,10,1,0,1,68.2
2024-10-28,M113,210,34,16,12,56.2
2024-10-28,M114,961,256,93,37,48.9
2024-10-28,M115,96,23,17,6,68.06
2024-10-28,M116,103,16,8,4,58.57
2024-10-28,M117,596,116,47,22,77.67
2024-10-28,M118,138,54,38,12,54.45
2024-10-28,M119,613,79,57,38,32.79
2024-10-29,M100,705,279,181,40,39.77
2024-10-29,M101,386,150,38,19,56.98
2024-10-29,M102,723,263,76,29,71.56
2024-10-29,M103,778,169,113,39,23.04
2024-10-29,M104,287,30,6,23,67.15
2024-10-29,M105,30,10,6,2,45.45
2024-10-29,M106,134,52,32,5,73.27
2024-10-29,M107,457,163,39,19,66.11
2024-10-29,M108,21,2,0,1,76.54
2024-10-29,M109,612,192,152,38,59.11
2024-10-29,M110,677,233,153,23,31.6
2024-10-29,M111,141,35,13,14,73.23
2024-10-29,M112,792,232,99,40,30.24
2024-10-29,M113,919,330,228,35,54.53
2024-10-29,M114,112,42,17,7,60.53
2024-10-29,M115,794,277,102,40,30.74
2024-10-29,M116,493,170,74,23,31.67
2024-10-29,M117,448,133,46,37,60.1
2024-10-29,M118,628,114,90,24,49.52
2024-10-29,M119,43,11,4,4,46.76
2024-10-30,M100,567,80,35,37,71.67
2024-10-30,M101,566,120,58,26,68.55
2024-10-30,M102,477,143,112,36,36.21
2024-10-30,M103,746,247,196,25,78.27
2024-10-30,M104,78,31,18,3,30.55
2024-10-30,M105,314,116,48,18,53.17
2024-10-30,M106,143,50,40,14,75.93
2024-10-30,M107,262,89,45,19,76.48
2024-10-30,M108,278,72,42,24,71.22
2024-10-30,M109,247,76,48,13,39.88
2024-10-30,M110,275,83,19,11,39.23
2024-10-30,M111,98,37,24,7,29.36
2024-10-30,M112,12,1,0,1,76.26
2024-10-30,M113,295,112,77,25,47.18
2024-10-30,M114,279,88,39,26,54.74
2024-10-30,M115,580,129,72,30,44.86
2024-10-30,M116,459,149,80,38,63.69
2024-10-30,M117,1072,299,61,37,78.12
2024-10-30,M118,320,38,29,15,36.22
2024-10-30,M119,139,13,3,7,20.06
2024-10-31,M100,41,10,7,3,42.32
2024-10-31,M101,734,169,121,27,38.25
2024-10-31,M102,21,5,4,1,41.77
2024-10-31,M103,738,122,41,27,55.28
2024-10-31,M104,25,9,3,1,25.02
2024-10-31,M105,280,71,14,25,45.99
2024-10-31,M106,173,56,12,9,67.54
2024-10-31,M107,630,248,87,22,34.48
2024-10-31,M108,425,118,77,37,65.65
2024-10-31,M109,305,45,18,21,62.18
2024-10-31,M110,272,29,18,11,70.27
2024-10-31,M111,664,151,58,28,70.99
2024-10-31,M112,87,22,7,3,70.18
2024-10-31,M113,322,33,16,12,32.23
2024-10-31,M114,603,102,54,30,55.78
2024-10-31,M115,245,91,22,12,58.1
2024-10-31,M116,727,110,47,30,23.74
2024-10-31,M117,237,71,21,9,41.1
2024-10-31,M118,67,21,5,6,71.52
2024-10-31,M119,411,96,44,36,27.31
2024-11-01,M100,988,125,53,37,46.01
2024-11-01,M101,1541,183,78,60,54.57
2024-11-01,M102,337,48,12,20,47.61
2024-11-01,M103,1855,665,359,68,56.53
2024-11-01,M104,1150,218,69,46,55.67
2024-11-01,M105,355,87,45,21,21.94
2024-11-01,M106,478,146,115,16,22.92
2024-11-01,M107,466,115,76,23,69.64
2024-11-01,M108,1333,209,60,45,56.31
2024-11-01,M109,993,211,44,47,50.79
2024-11-01,M110,1158,365,211,39,51.02
2024-11-01,M111,1500,381,293,54,53.79
2024-11-01,M112,950,353,109,43,35.36
2024-11-01,M113,561,172,78,34,57.3
2024-11-01,M114,983,298,196,44,61.19
2024-11-01,M115,451,159,63,27,75.24
2024-11-01,M116,285,57,11,19,72.36
2024-11-01,M117,743,219,155,67,23.89
2024-11-01,M118,642,129,87,31,68.86
2024-11-01,M119,462,136,29,16,26.94
2024-11-02,M100,509,105,70,31,47.14
2024-11-02,M101,158,61,17,12,23.94
2024-11-02,M102,357,83,44,19,65.88
2024-11-02,M103,417,164,40,15,36.62
2024-11-02,M104,108,20,12,4,30.95
2024-11-02,M105,330,129,76,18,38.52
2024-11-02,M106,200,61,27,14,46.96
2024-11-02,M107,770,279,138,34,23.36
2024-11-02,M108,382,123,45,24,59.83
2024-11-02,M109,240,37,18,13,74.38
2024-11-02,M110,23,5,4,1,79.0
2024-11-02,M111,183,68,27,14,27.09
2024-11-02,M112,267,104,28,10,41.87
2024-11-02,M113,814,267,72,29,62.55
2024-11-02,M114,187,69,50,9,68.2
2024-11-02,M115,143,31,20,13,55.65
2024-11-02,M116,98,22,15,6,38.32
2024-11-02,M117,116,27,6,4,66.2
2024-11-02,M118,163,37,10,13,56.29
2024-11-02,M119,68,25,13,4,74.47
2024-11-03,M100,896,136,107,39,78.62
2024-11-03,M101,464,157,99,30,55.79
2024-11-03,M102,401,119,87,38,70.63
2024-11-03,M103,368,122,30,15,58.43
2024-11-03,M104,53,7,3,2,38.5
2024-11-03,M105,352,89,57,27,45.6
2024-11-03,M106,619,160,44,25,26.17
2024-11-03,M107,304,89,60,11,29.13
2024-11-03,M108,282,48,9,14,44.55
2024-11-03,M109,400,46,26,16,78.14
2024-11-03,M110,425,130,96,25,29.21
2024-11-03,M111,1064,111,54,37,57.38
2024-11-03,M112,202,51,32,8,61.05
2024-11-03,M113,335,122,85,17,30.6
2024-11-03,M114,366,40,15,36,23.52
2024-11-03,M115,345,80,20,26,64.78
